,tb_latitude,tb_longitude,collision_severity,type_of_collision,mviw,ped_action,DRIVE_DANGER_SCORE,WALK_DANGER_SCORE,AVERAGE_SCORE
9600,37.7528356117718,-122.387756280711,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9601,37.7307329067636,-122.43973734583,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9602,37.7848662445387,-122.412782129398,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
9603,37.7410943939001,-122.477616982117,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9604,37.7608740169819,-122.495749378904,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9605,37.7181475584383,-122.429978026126,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9606,37.7541645804471,-122.413140889975,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",0,3,1.5
9607,37.774755483477,-122.45468264914,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9608,37.7539677687741,-122.416413490231,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9609,37.7908269495234,-122.390012345648,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
9610,37.7231299634425,-122.435976888457,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
9611,37.7790347707909,-122.513051417611,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
9612,37.7410274071569,-122.42284057702,Injury (Complaint of Pain),Other,Other Object,No Pedestrian Involved,1,0,0.5
9613,37.7213968694167,-122.448410648171,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
9614,37.7386026847389,-122.392392962898,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9615,37.804238455557,-122.438004535173,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
9616,37.8027432018457,-122.413718749958,Injury (Complaint of Pain),Rear End,Bicycle,No Pedestrian Involved,1,0,0.5
9617,37.73252785328,-122.415552050821,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9618,37.7323774050047,-122.437462036285,Injury (Other Visible),Head-On,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9619,37.761781413692,-122.446783403932,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9620,37.7740849748937,-122.422407116539,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9621,37.7814995075485,-122.404933347839,Injury (Severe),Other,Other Object,No Pedestrian Involved,4,0,2.0
9622,37.7820331101,-122.408435182546,Injury (Complaint of Pain),Other,Other Object,No Pedestrian Involved,1,0,0.5
9623,37.7835156410231,-122.415882537647,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9624,37.7489826815,-122.445645565786,Injury (Severe),Head-On,Not Stated,No Pedestrian Involved,0,0,0.0
9625,37.7804503634251,-122.475299298148,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
9626,37.7776996596301,-122.404605506185,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9627,37.770747745383,-122.424852598441,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9628,37.770747745383,-122.424852598441,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9629,37.7244940910666,-122.401144346219,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9630,37.7832143120817,-122.410764827388,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,1,0,0.5
9631,37.7767177046804,-122.415320568673,Injury (Complaint of Pain),Hit Object,Other Object,No Pedestrian Involved,1,0,0.5
9632,37.731846728183,-122.407538972711,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9633,37.7850804593752,-122.400532627757,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9634,37.7527207418312,-122.389729644031,Injury (Complaint of Pain),Head-On,Fixed Object,No Pedestrian Involved,1,0,0.5
9635,37.7311746607719,-122.381608142634,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9636,37.7666736005687,-122.419825235394,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,2,0,1.0
9637,37.7397234986264,-122.466991015138,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9638,37.7751608100771,-122.403635519434,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9639,37.7837237830879,-122.414241573439,Injury (Complaint of Pain),Other,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9640,37.7710564951302,-122.438709125173,Injury (Severe),Overturned,Non-Collision,No Pedestrian Involved,2,0,1.0
9641,37.7843110116572,-122.395160623116,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9642,37.7877566523916,-122.420116075697,Injury (Severe),Sideswipe,Other Motor Vehicle,Not in Road,8,2,5.0
9643,37.7959493642478,-122.436949676773,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,2,10,6.0
9644,37.7866195609115,-122.451757955074,Injury (Other Visible),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9645,37.7319333969594,-122.40412957147,Injury (Severe),Broadside,Other Object,No Pedestrian Involved,4,0,2.0
9646,37.7630182948612,-122.459464458773,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9647,37.7711736841408,-122.430260804997,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9648,37.7733982050107,-122.465883163416,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9649,37.7763329755655,-122.394035067512,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9650,37.7490412879173,-122.418135251868,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9651,37.7881345024189,-122.390319484135,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9652,37.7298598252759,-122.430181238136,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,1,0,0.5
9653,37.7713756036485,-122.479533095656,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
9654,37.7523727884289,-122.416265511012,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9655,37.7843550568662,-122.432914247785,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9656,37.7452985009903,-122.426822302923,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9657,37.7889096121422,-122.418655873186,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
9658,37.7523107580536,-122.39651349558,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
9659,37.7747782355955,-122.439466218783,Injury (Severe),Other,Not Stated,No Pedestrian Involved,0,0,0.0
9660,37.7831013998508,-122.419181703834,Injury (Complaint of Pain),Sideswipe,Other Object,No Pedestrian Involved,1,0,0.5
9661,37.7802649720895,-122.4033872092,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Not Stated,0,3,1.5
9662,37.7164595462284,-122.441019561541,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9663,37.7991606909536,-122.434224383135,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9664,37.7539677687741,-122.416413490231,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9665,37.7404355987138,-122.459260133018,Injury (Complaint of Pain),Overturned,Non-Collision,No Pedestrian Involved,1,0,0.5
9666,37.7408919741823,-122.465829025312,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",0,3,1.5
9667,37.7910166485228,-122.399148598363,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9668,37.7617474935753,-122.420812735369,Injury (Complaint of Pain),Not Stated,Not Stated,No Pedestrian Involved,0,0,0.0
9669,37.7994253114494,-122.439336654095,Injury (Complaint of Pain),Hit Object,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9670,37.7246898445028,-122.459954956554,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,8,4.5
9671,37.7631678243438,-122.423959243654,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9672,37.7725204202545,-122.485262025865,Injury (Complaint of Pain),Broadside,Not Stated,No Pedestrian Involved,0,0,0.0
9673,37.7462558259265,-122.419457730047,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
9674,37.7113703006848,-122.462570052284,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
9675,37.7297881182886,-122.486956432772,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9676,37.7295850101056,-122.486552073089,Injury (Complaint of Pain),Not Stated,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9677,37.7083897086459,-122.405215648829,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9678,37.770747745383,-122.424852598441,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9679,37.7879758243822,-122.411718845687,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9680,37.7654476084468,-122.413105243232,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,2,0,1.0
9681,37.7310657529941,-122.474856605857,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9682,37.7903696597825,-122.422328955025,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9683,37.7845782177867,-122.415052179053,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,2,10,6.0
9684,37.7336750175334,-122.426391165486,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9685,37.7519716249826,-122.422878832675,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9686,37.7833084873587,-122.439480381845,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9687,37.7877566523916,-122.420116075697,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9688,37.7923832521819,-122.421052875137,Injury (Complaint of Pain),Not Stated,Bicycle,No Pedestrian Involved,1,0,0.5
9689,37.7935650837416,-122.404613421241,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9690,37.7339325577327,-122.430368501322,Injury (Other Visible),Not Stated,Other Object,No Pedestrian Involved,3,0,1.5
9691,37.7715786765985,-122.411277936993,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9692,37.7122508617603,-122.40191474738,Fatal,Not Stated,Not Stated,Not Stated,1,1,1.0
9693,37.7392343934433,-122.40692734397,Injury (Complaint of Pain),Other,Not Stated,No Pedestrian Involved,0,0,0.0
9694,37.8048960111381,-122.411766481269,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9695,37.7837775222981,-122.417618572475,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9696,37.7215750016604,-122.437149524076,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9697,37.7792579701124,-122.426828557505,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9698,37.8002062487745,-122.426001248143,Injury (Complaint of Pain),Broadside,Not Stated,No Pedestrian Involved,0,0,0.0
9699,37.7663488397867,-122.45993148779,Injury (Severe),Head-On,Fixed Object,No Pedestrian Involved,4,0,2.0
9700,37.7740849748937,-122.422407116539,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9701,37.7823009661454,-122.417954150267,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9702,37.7204154196495,-122.436982279223,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9703,37.7804785114673,-122.412512255432,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,2,0,1.0
9704,37.7720855244708,-122.494799671234,Injury (Other Visible),Sideswipe,Not Stated,No Pedestrian Involved,0,0,0.0
9705,37.7742323883561,-122.404687439286,Injury (Complaint of Pain),Head-On,Motor Vehicle on Other Roadway,No Pedestrian Involved,2,0,1.0
9706,37.7748247947858,-122.424136499225,Injury (Complaint of Pain),Hit Object,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9707,37.7387125846355,-122.404257984832,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9708,37.7908053757667,-122.39950450998,Injury (Complaint of Pain),Not Stated,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
9709,37.7712907920161,-122.408531081992,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9710,37.7899262309498,-122.39427622789,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
9711,37.7770893330735,-122.394981480847,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9712,37.7804785114673,-122.412512255432,Injury (Severe),Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,2,0,1.0
9713,37.7200333021156,-122.456133498804,Injury (Severe),Head-On,Pedestrian,Crossing Not in Crosswalk,1,8,4.5
9714,37.7666851201324,-122.392765408163,Injury (Complaint of Pain),Other,Non-Collision,No Pedestrian Involved,1,0,0.5
9715,37.7680064252402,-122.424411690028,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9716,37.76993266622,-122.386374155623,Injury (Severe),Other,Not Stated,No Pedestrian Involved,0,0,0.0
9717,37.7795669101925,-122.398059939952,Injury (Other Visible),Sideswipe,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9718,37.7841410125464,-122.410951618577,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,8,4.5
9719,37.7761587646694,-122.421148424113,Injury (Other Visible),Head-On,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9720,37.7969445877022,-122.436624878991,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
9721,37.7423428764713,-122.491767894647,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9722,37.7644878292394,-122.407419737527,Injury (Complaint of Pain),Rear End,Bicycle,No Pedestrian Involved,1,0,0.5
9723,37.7718856448398,-122.423396760844,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
9724,37.771268575611,-122.479503961438,Injury (Complaint of Pain),Not Stated,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9725,37.7787682059739,-122.414802159586,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9726,37.7392358312764,-122.466157326546,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9727,37.7754705676904,-122.502670970033,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9728,37.7436902497646,-122.503680641378,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9729,37.7210081677125,-122.4310881039,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9730,37.7494004544125,-122.507979754956,Injury (Complaint of Pain),Not Stated,Non-Collision,No Pedestrian Involved,1,0,0.5
9731,37.7305446801996,-122.419359153525,Injury (Complaint of Pain),Other,Other Object,No Pedestrian Involved,1,0,0.5
9732,37.7179106898208,-122.436698801193,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9733,37.7872618536383,-122.446792779649,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9734,37.775787315499,-122.393355125042,Injury (Other Visible),Other,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
9735,37.7924055216183,-122.397383445661,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
9736,37.7188343580125,-122.397478734454,Injury (Severe),Other,Bicycle,No Pedestrian Involved,2,0,1.0
9737,37.7567776885684,-122.387194547994,Injury (Complaint of Pain),Other,Not Stated,No Pedestrian Involved,0,0,0.0
9738,37.7870972396905,-122.387794889403,Injury (Complaint of Pain),Broadside,Other Object,No Pedestrian Involved,1,0,0.5
9739,37.7500215065005,-122.392381992671,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9740,37.7182868518171,-122.442887072778,Injury (Other Visible),Rear End,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9741,37.7584698085871,-122.465343924514,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
9742,37.7780823821031,-122.40615042342,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
9743,37.735698051922,-122.382618103555,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9744,37.7800512872172,-122.389086882519,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,2,0,1.0
9745,37.7719849985643,-122.497001894396,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,2,10,6.0
9746,37.769211584953,-122.469827478226,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk Not at Intersection,0,3,1.5
9747,37.7898299350975,-122.418842651798,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
9748,37.7915224180698,-122.409064950031,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
9749,37.7843110124391,-122.395160621982,Injury (Other Visible),Broadside,Other Object,No Pedestrian Involved,3,0,1.5
9750,37.7768835267871,-122.422978149514,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
9751,37.772348639707,-122.489031328793,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
9752,37.7653146395409,-122.415308388416,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
